,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
14573,14574,3,True,9,10,False,2,True,2,0.72,0.74,0.2537,42,130,172,Medium-High demand
15511,15512,4,True,10,12,False,6,False,1,0.44,0.35,0.0,202,371,573,High demand
8707,8708,1,True,1,15,False,2,True,1,0.16,0.37,0.4179,9,68,77,Medium-Low demand
4353,4354,3,False,7,7,False,2,True,1,0.7,0.65,0.0896,22,248,270,Medium-High demand
80,81,1,False,1,12,False,2,True,1,0.22,0.51,0.1642,12,66,78,Medium-Low demand
305,306,1,False,1,5,False,5,True,1,0.1,0.54,0.0896,0,8,8,Low demand
12156,12157,2,True,5,17,False,6,False,2,0.78,0.52,0.2537,235,227,462,High demand
13063,13064,3,True,7,12,False,2,True,1,0.88,0.28,0.194,74,198,272,High demand
6478,6479,4,False,10,12,False,0,False,2,0.4,0.62,0.194,78,243,321,High demand
6661,6662,4,False,10,3,True,1,False,1,0.46,0.88,0.0,2,9,11,Low demand
14033,14034,3,True,8,22,False,0,False,1,0.7,0.58,0.1343,40,141,181,Medium-High demand
14594,14595,3,True,9,7,False,3,True,2,0.7,0.79,0.2537,11,489,500,Medium-Low demand
17231,17232,1,True,12,20,True,2,False,2,0.32,0.66,0.2836,11,29,40,Medium-Low demand
727,728,1,False,2,16,False,3,True,1,0.36,0.71,0.2985,8,95,103,Medium-Low demand
14103,14104,3,True,8,20,False,3,True,1,0.7,0.61,0.1343,72,355,427,High demand
4163,4164,3,False,6,9,False,1,True,2,0.72,0.54,0.0,37,150,187,Medium-High demand
262,263,1,False,1,9,False,3,True,1,0.16,0.59,0.3284,3,78,81,Low demand
3139,3140,2,False,5,17,False,0,False,3,0.56,0.78,0.3582,137,255,392,High demand
1896,1897,2,False,3,19,False,4,True,1,0.3,0.56,0.3881,16,122,138,Medium-Low demand
16708,16709,4,True,12,23,False,1,True,1,0.42,0.82,0.1045,9,93,102,Medium-Low demand
5282,5283,3,False,8,0,False,6,False,1,0.68,0.51,0.1045,15,69,84,Medium-Low demand
14968,14969,3,True,9,21,False,4,True,1,0.56,0.64,0.194,28,246,274,Medium-High demand
10998,10999,2,True,4,10,False,0,False,1,0.5,0.25,0.2239,113,186,299,High demand
15013,15014,3,True,9,18,False,6,False,1,0.72,0.54,0.2836,171,427,598,High demand
11250,11251,2,True,4,23,False,3,True,2,0.42,0.77,0.0,14,56,70,Medium-Low demand
1318,1319,1,False,2,5,False,1,True,2,0.34,0.93,0.0,1,4,5,Low demand
5571,5572,3,False,8,1,False,4,True,1,0.68,0.69,0.3881,4,11,15,Low demand
5909,5910,3,False,9,18,False,4,True,3,0.64,0.94,0.3582,2,66,68,Low demand
14858,14859,3,True,9,7,False,0,False,1,0.5,0.77,0.1045,28,43,71,Medium-High demand
15418,15419,4,True,10,15,False,2,True,2,0.52,0.63,0.1642,59,195,254,High demand
7886,7887,4,False,11,6,False,3,True,1,0.26,0.87,0.1045,3,100,103,Low demand
9507,9508,1,True,2,1,False,1,True,1,0.22,0.75,0.0896,0,6,6,Low demand
11399,11400,2,True,4,4,False,3,True,1,0.34,0.66,0.0896,0,6,6,Low demand
7390,7391,4,False,11,13,False,3,True,1,0.5,0.51,0.1642,31,136,167,Medium-High demand
2527,2528,2,False,4,5,False,3,True,1,0.4,0.94,0.194,1,14,15,Low demand
12345,12346,2,True,6,14,False,0,False,1,0.68,0.36,0.3284,267,411,678,High demand
15822,15823,4,True,10,11,False,5,True,2,0.56,0.78,0.1642,68,222,290,High demand
9058,9059,1,True,1,8,False,3,True,1,0.3,0.52,0.4179,15,474,489,Medium-Low demand
9108,9109,1,True,1,10,False,5,True,2,0.22,0.44,0.2836,1,96,97,Low demand
7462,7463,4,False,11,13,False,6,False,1,0.48,0.36,0.2836,128,225,353,High demand
13799,13800,3,True,8,4,False,5,True,1,0.66,0.83,0.2537,1,11,12,Low demand
8297,8298,4,False,12,9,False,6,False,2,0.26,0.56,0.2537,5,95,100,Medium-Low demand
13415,13416,3,True,7,4,False,3,True,1,0.72,0.7,0.1343,0,6,6,Low demand
3404,3405,2,False,5,18,False,4,True,1,0.8,0.46,0.3284,74,404,478,High demand
8837,8838,1,True,1,1,False,1,True,1,0.24,0.6,0.1343,1,4,5,Low demand
8294,8295,4,False,12,6,False,6,False,2,0.26,0.56,0.2836,0,17,17,Low demand
9916,9917,1,True,2,5,False,4,True,1,0.4,0.76,0.2239,2,30,32,Low demand
12906,12907,3,True,6,23,False,2,True,1,0.62,0.41,0.1343,13,118,131,Medium-Low demand
12492,12493,2,True,6,17,False,6,False,1,0.84,0.24,0.0,238,257,495,High demand
14172,14173,3,True,8,17,False,6,False,1,0.76,0.37,0.2239,256,379,635,High demand
3862,3863,2,False,6,20,False,2,True,1,0.6,0.56,0.1642,60,237,297,High demand
4707,4708,3,False,7,1,False,3,True,1,0.7,0.84,0.0,4,7,11,Low demand
13678,13679,3,True,7,3,False,0,False,1,0.66,0.69,0.2239,18,37,55,Medium-High demand
11302,11303,2,True,4,3,False,6,False,1,0.5,0.82,0.2239,4,25,29,Low demand
2152,2153,2,False,4,13,False,1,True,1,0.68,0.34,0.3284,47,92,139,Medium-High demand
1437,1438,1,False,3,4,False,6,False,2,0.3,0.93,0.1642,0,1,1,Low demand
5316,5317,3,False,8,10,False,0,False,1,0.7,0.79,0.2239,67,116,183,High demand
16142,16143,4,True,11,8,False,6,False,1,0.32,0.76,0.0,16,130,146,Medium-Low demand
10444,10445,1,True,3,7,False,5,True,2,0.4,0.87,0.194,13,265,278,Medium-Low demand
7196,7197,4,False,11,11,False,2,True,1,0.46,0.63,0.1045,16,101,117,Medium-Low demand
4691,4692,3,False,7,9,False,2,True,2,0.8,0.63,0.1343,22,177,199,Medium-High demand
9898,9899,1,True,2,11,False,3,True,1,0.36,0.66,0.1642,22,149,171,Medium-High demand
2588,2589,2,False,4,18,False,5,True,3,0.32,0.93,0.2239,4,47,51,Low demand
15925,15926,4,True,11,6,False,4,True,1,0.34,0.61,0.1642,2,146,148,Low demand
13205,13206,3,True,7,10,False,1,True,2,0.66,0.83,0.194,58,117,175,High demand
15655,15656,4,True,10,12,False,5,True,1,0.64,0.69,0.2239,74,258,332,High demand
82,83,1,False,1,14,False,2,True,1,0.26,0.52,0.2239,9,54,63,Medium-Low demand
1440,1441,1,False,3,7,False,6,False,2,0.3,1.0,0.2985,5,10,15,Medium-Low demand
11183,11184,2,True,4,4,True,1,False,1,0.54,0.77,0.2239,0,6,6,Low demand
1104,1105,1,False,2,18,False,5,True,1,0.64,0.33,0.3284,29,195,224,Medium-High demand
5538,5539,3,False,8,16,False,2,True,1,0.72,0.32,0.1343,133,311,444,High demand
9641,9642,1,True,2,16,False,6,False,3,0.22,0.75,0.4179,12,134,146,Medium-Low demand
2756,2757,2,False,4,18,False,5,True,1,0.52,0.48,0.3582,55,384,439,High demand
10190,10191,1,True,3,16,False,1,True,1,0.3,0.45,0.2985,30,180,210,Medium-High demand
3974,3975,2,False,6,12,False,0,False,2,0.74,0.55,0.0896,141,255,396,High demand
5665,5666,3,False,8,12,False,1,True,2,0.68,0.44,0.1642,48,159,207,Medium-High demand
7033,7034,4,False,10,16,False,2,True,1,0.56,0.37,0.194,52,233,285,High demand
5359,5360,3,False,8,5,False,2,True,1,0.62,0.73,0.2836,1,29,30,Low demand
7871,7872,4,False,11,15,False,2,True,3,0.4,0.87,0.3284,5,60,65,Medium-Low demand
4507,4508,3,False,7,17,False,1,True,1,0.86,0.56,0.4179,59,455,514,High demand
6953,6954,4,False,10,8,False,6,False,1,0.4,0.71,0.0,26,88,114,Medium-High demand
1905,1906,2,False,3,4,False,5,True,1,0.18,0.74,0.1045,3,2,5,Low demand
6284,6285,4,False,9,10,False,6,False,2,0.6,0.88,0.0896,90,203,293,High demand
11889,11890,2,True,5,14,False,2,True,2,0.64,0.73,0.194,39,145,184,Medium-High demand
11711,11712,2,True,5,4,False,2,True,2,0.52,0.68,0.3284,0,5,5,Low demand
9572,9573,1,True,2,19,False,3,True,3,0.24,0.87,0.1045,3,158,161,Low demand
3214,3215,2,False,5,20,False,3,True,3,0.56,0.88,0.1343,24,189,213,Medium-High demand
8449,8450,1,False,12,17,False,5,True,1,0.36,0.53,0.2239,11,129,140,Medium-Low demand
3415,3416,2,False,5,5,False,5,True,1,0.64,0.65,0.2836,2,29,31,Low demand
9031,9032,1,True,1,5,False,2,True,3,0.32,0.66,0.3284,0,13,13,Low demand
7484,7485,4,False,11,11,False,0,False,1,0.46,0.4,0.4179,108,187,295,High demand
11824,11825,2,True,5,21,False,6,False,2,0.6,0.6,0.1343,74,156,230,High demand
13428,13429,3,True,7,17,False,3,True,1,0.74,0.7,0.2537,35,335,370,Medium-High demand
5489,5490,3,False,8,15,False,0,False,1,0.7,0.84,0.2836,17,51,68,Medium-Low demand
16295,16296,4,True,11,17,False,5,True,1,0.36,0.46,0.194,41,539,580,Medium-High demand
11443,11444,2,True,4,0,False,5,True,1,0.54,0.68,0.5522,12,61,73,Medium-Low demand
7278,7279,4,False,11,21,False,5,True,1,0.34,0.46,0.2537,8,115,123,Medium-Low demand
2620,2621,2,False,4,2,False,0,False,1,0.5,0.88,0.194,27,45,72,Medium-High demand
2556,2557,2,False,4,10,False,4,True,1,0.42,0.44,0.3582,25,73,98,Medium-High demand
13626,13627,3,True,7,23,False,4,True,1,0.72,0.7,0.1343,18,127,145,Medium-High demand
395,396,1,False,1,23,True,1,False,3,0.16,0.86,0.2836,1,3,4,Low demand
11544,11545,2,True,5,5,False,2,True,2,0.52,0.72,0.0896,0,17,17,Low demand
12353,12354,2,True,6,22,False,0,False,1,0.62,0.5,0.3881,61,165,226,High demand
5938,5939,3,False,9,23,False,5,True,1,0.62,0.94,0.0896,35,113,148,Medium-High demand
4116,4117,3,False,6,10,False,6,False,1,0.72,0.45,0.194,99,203,302,High demand
4904,4905,3,False,7,6,False,4,True,1,0.7,0.7,0.0896,6,110,116,Medium-Low demand
2829,2830,2,False,5,19,False,1,True,2,0.62,0.69,0.1343,46,268,314,Medium-High demand
13688,13689,3,True,7,13,False,0,False,1,0.8,0.49,0.2239,181,302,483,High demand
8881,8882,1,True,1,22,False,2,True,1,0.3,0.7,0.0896,10,104,114,Medium-Low demand
6667,6668,4,False,10,9,True,1,False,1,0.54,0.77,0.0,58,161,219,High demand
8324,8325,4,False,12,12,False,0,False,1,0.26,0.6,0.2239,26,202,228,Medium-High demand
5307,5308,3,False,8,1,False,0,False,3,0.64,0.89,0.2239,16,57,73,Medium-Low demand
4690,4691,3,False,7,8,False,2,True,2,0.76,0.7,0.1642,31,381,412,Medium-High demand
5000,5001,3,False,8,6,False,1,True,1,0.66,0.83,0.0896,3,97,100,Low demand
3223,3224,2,False,5,5,False,4,True,1,0.48,0.94,0.0,2,24,26,Low demand
10043,10044,1,True,2,12,False,2,True,1,0.36,0.34,0.1343,19,164,183,Medium-High demand
235,236,1,False,1,2,False,2,True,2,0.16,0.55,0.194,0,3,3,Low demand
16794,16795,4,True,12,13,False,5,True,2,0.36,0.66,0.1343,23,197,220,Medium-High demand
8506,8507,1,False,12,4,True,1,False,1,0.34,0.46,0.2985,0,2,2,Low demand
2090,2091,2,False,4,23,False,5,True,1,0.3,0.61,0.0896,12,41,53,Medium-Low demand
14079,14080,3,True,8,20,False,2,True,1,0.74,0.74,0.2239,65,371,436,High demand
13565,13566,3,True,7,10,False,2,True,1,0.82,0.56,0.2985,62,156,218,High demand
3451,3452,2,False,5,17,False,6,False,1,0.74,0.55,0.2985,180,161,341,High demand
8224,8225,4,False,12,8,False,3,True,2,0.26,0.87,0.0,9,458,467,Medium-Low demand
7646,7647,4,False,11,5,False,0,False,2,0.42,0.67,0.2836,0,4,4,Low demand
12261,12262,2,True,5,2,False,4,True,1,0.64,0.65,0.0896,6,8,14,Medium-Low demand
8113,8114,4,False,12,17,False,5,True,1,0.34,0.66,0.1045,10,352,362,Medium-Low demand
6136,6137,3,False,9,6,False,0,False,1,0.44,0.77,0.2537,2,10,12,Low demand
7444,7445,4,False,11,19,True,5,False,1,0.32,0.39,0.1642,17,182,199,Medium-Low demand
15884,15885,4,True,10,13,False,2,True,3,0.3,0.81,0.3582,11,105,116,Medium-Low demand
487,488,1,False,1,9,False,6,False,1,0.04,0.41,0.2537,3,37,40,Low demand
14064,14065,3,True,8,5,False,2,True,2,0.68,0.89,0.194,1,35,36,Low demand
6161,6162,3,False,9,7,False,1,True,2,0.5,0.82,0.2239,20,312,332,Medium-High demand
5102,5103,3,False,8,12,False,5,True,1,0.76,0.52,0.2537,57,159,216,High demand
14472,14473,3,True,8,5,False,5,True,1,0.64,0.89,0.1642,2,27,29,Low demand
8625,8626,1,False,12,4,False,6,False,1,0.38,0.71,0.2239,1,9,10,Low demand
7767,7768,4,False,11,6,False,5,True,1,0.26,0.81,0.1045,4,9,13,Low demand
15773,15774,4,True,10,10,False,3,True,2,0.54,0.73,0.0,29,142,171,Medium-High demand
14225,14226,3,True,8,22,False,1,True,2,0.6,0.83,0.0,25,136,161,Medium-High demand
12185,12186,2,True,5,22,False,0,False,3,0.62,0.83,0.0,9,50,59,Medium-Low demand
3338,3339,2,False,5,0,False,2,True,2,0.6,0.94,0.194,12,23,35,Medium-Low demand
9318,9319,1,True,1,4,False,0,False,1,0.24,0.3,0.0,0,5,5,Low demand
9320,9321,1,True,1,6,False,0,False,1,0.2,0.4,0.1045,1,4,5,Low demand
2443,2444,2,False,4,17,False,6,False,3,0.5,0.88,0.5821,1,14,15,Low demand
1678,1679,1,False,3,13,False,2,True,2,0.36,0.57,0.2836,23,74,97,Medium-High demand
14425,14426,3,True,8,6,False,3,True,1,0.6,0.73,0.194,6,175,181,Medium-Low demand
13816,13817,3,True,8,21,False,5,True,2,0.76,0.66,0.194,54,224,278,High demand
10018,10019,1,True,2,11,False,1,True,1,0.36,0.43,0.2537,11,92,103,Medium-Low demand
2112,2113,2,False,4,21,False,6,False,1,0.32,0.61,0.2537,24,53,77,Medium-High demand
579,580,1,False,1,10,False,3,True,3,0.22,0.93,0.2836,2,26,28,Low demand
8928,8929,1,True,1,21,False,4,True,1,0.44,0.67,0.1343,12,162,174,Medium-Low demand
8187,8188,4,False,12,19,False,1,True,1,0.28,0.61,0.0896,9,232,241,Medium-Low demand
7931,7932,4,False,12,3,False,5,True,1,0.22,0.8,0.0,0,1,1,Low demand
11266,11267,2,True,4,15,False,4,True,1,0.6,0.43,0.0,66,196,262,High demand
7974,7975,4,False,12,22,False,6,False,2,0.32,0.61,0.0896,17,97,114,Medium-Low demand
9096,9097,1,True,1,22,False,4,True,2,0.26,0.44,0.4179,0,90,90,Low demand
20,21,1,False,1,20,False,6,False,2,0.4,0.87,0.2537,11,25,36,Medium-Low demand
15791,15792,4,True,10,4,False,4,True,2,0.52,0.88,0.1045,1,4,5,Low demand
14235,14236,3,True,8,8,False,2,True,1,0.6,0.78,0.1343,27,696,723,Medium-High demand
3485,3486,2,False,5,3,True,1,False,1,0.64,0.94,0.194,10,8,18,Medium-Low demand
8434,8435,1,False,12,2,False,5,True,3,0.38,0.94,0.1343,1,12,13,Low demand
6827,6828,4,False,10,1,False,1,True,1,0.56,0.54,0.3881,2,15,17,Low demand
532,533,1,False,1,8,False,1,True,1,0.04,0.49,0.0,6,171,177,Medium-Low demand
4770,4771,3,False,7,16,False,5,True,3,0.9,0.39,0.2985,29,153,182,Medium-High demand
15545,15546,4,True,10,22,False,0,False,1,0.56,0.73,0.3881,38,87,125,Medium-High demand
2412,2413,2,False,4,10,True,5,False,1,0.5,0.55,0.194,31,91,122,Medium-High demand
14069,14070,3,True,8,10,False,2,True,1,0.7,0.79,0.1045,53,155,208,High demand
325,326,1,False,1,1,False,6,False,2,0.16,0.59,0.0896,2,18,20,Low demand
17144,17145,1,True,12,3,False,6,False,1,0.26,0.48,0.4478,0,7,7,Low demand
16347,16348,4,True,11,21,False,0,False,1,0.36,0.66,0.2537,17,93,110,Medium-Low demand
7599,7600,4,False,11,6,False,5,True,1,0.22,0.44,0.0896,1,70,71,Low demand
4660,4661,3,False,7,2,False,1,True,1,0.66,0.83,0.2239,2,8,10,Low demand
16534,16535,4,True,11,16,False,1,True,1,0.44,0.3,0.0,49,297,346,High demand
2700,2701,2,False,4,10,False,3,True,2,0.62,0.83,0.2836,26,66,92,Medium-High demand
10399,10400,1,True,3,10,False,3,True,1,0.56,0.56,0.1045,38,150,188,Medium-High demand
2250,2251,2,False,4,15,False,5,True,3,0.34,0.87,0.2239,1,24,25,Low demand
8022,8023,4,False,12,22,False,1,True,2,0.44,0.88,0.1343,12,94,106,Medium-Low demand
5783,5784,3,False,9,10,False,6,False,3,0.66,0.65,0.2537,90,168,258,High demand
13981,13982,3,True,8,18,False,5,True,1,0.76,0.62,0.2985,88,552,640,High demand
422,423,1,False,1,15,False,3,True,1,0.4,0.54,0.2836,4,78,82,Low demand
957,958,1,False,2,12,False,6,False,1,0.3,0.39,0.4627,27,93,120,Medium-High demand
1082,1083,1,False,2,20,False,4,True,1,0.48,0.59,0.3284,8,131,139,Medium-Low demand
7728,7729,4,False,11,15,False,3,True,2,0.42,0.54,0.4478,13,194,207,Medium-Low demand
7906,7907,4,False,12,2,False,4,True,1,0.26,0.56,0.2985,1,8,9,Low demand
10359,10360,1,True,3,18,False,1,True,2,0.6,0.43,0.194,89,623,712,High demand
16506,16507,4,True,11,12,False,0,False,2,0.26,0.41,0.2239,37,165,202,Medium-High demand
2145,2146,2,False,4,6,False,1,True,1,0.42,0.58,0.2836,3,43,46,Low demand
10153,10154,1,True,3,3,False,0,False,2,0.36,0.43,0.1343,5,21,26,Medium-Low demand
5858,5859,3,False,9,14,False,2,True,3,0.54,0.88,0.2836,3,21,24,Low demand
2195,2196,2,False,4,8,False,3,True,1,0.32,0.61,0.2239,17,308,325,Medium-Low demand
5469,5470,3,False,8,19,False,6,False,1,0.74,0.62,0.194,109,182,291,High demand
4414,4415,3,False,7,20,False,4,True,1,0.76,0.58,0.3582,61,224,285,High demand
2474,2475,2,False,4,0,False,1,True,1,0.46,0.47,0.0896,15,24,39,Medium-Low demand
13582,13583,3,True,7,3,False,3,True,1,0.66,0.65,0.2239,1,11,12,Low demand
12718,12719,2,True,6,3,False,2,True,2,0.6,0.78,0.1045,1,7,8,Low demand
3187,3188,2,False,5,17,False,2,True,1,0.62,0.65,0.4179,83,521,604,High demand
11278,11279,2,True,4,3,False,5,True,1,0.44,0.88,0.1045,1,9,10,Low demand
16886,16887,4,True,12,9,False,2,True,1,0.34,0.61,0.3881,12,322,334,Medium-Low demand
633,634,1,False,1,16,False,6,False,1,0.24,0.6,0.1642,19,88,107,Medium-High demand
16351,16352,4,True,11,1,False,1,True,2,0.36,0.66,0.2239,0,19,19,Low demand
8097,8098,4,False,12,1,False,5,True,1,0.24,0.65,0.0,2,12,14,Low demand
13174,13175,3,True,7,3,False,0,False,1,0.8,0.59,0.1045,1,34,35,Low demand
6259,6260,4,False,9,9,False,5,True,3,0.62,1.0,0.1343,3,108,111,Low demand
3242,3243,2,False,5,0,False,5,True,1,0.46,0.94,0.0896,15,33,48,Medium-Low demand
16111,16112,4,True,11,1,False,5,True,1,0.32,0.53,0.2836,3,17,20,Low demand
11731,11732,2,True,5,0,False,3,True,2,0.58,0.83,0.194,8,27,35,Medium-Low demand
10502,10503,1,True,3,17,False,0,False,1,0.56,0.64,0.0896,233,308,541,High demand
13045,13046,3,True,7,18,False,1,True,1,0.84,0.32,0.1642,72,658,730,High demand
15327,15328,4,True,10,20,False,5,True,1,0.6,0.78,0.1343,66,306,372,High demand
6098,6099,3,False,9,16,False,5,True,2,0.52,0.48,0.1642,67,291,358,High demand
5514,5515,3,False,8,16,False,1,True,1,0.74,0.3,0.3881,66,254,320,High demand
4898,4899,3,False,7,0,False,4,True,1,0.7,0.51,0.1343,14,31,45,Medium-Low demand
7779,7780,4,False,11,18,False,5,True,1,0.46,0.44,0.0896,45,108,153,Medium-High demand
6578,6579,4,False,10,16,False,4,True,1,0.58,0.49,0.194,51,272,323,High demand
7380,7381,4,False,11,3,False,3,True,1,0.32,0.93,0.0,0,4,4,Low demand
812,813,1,False,2,7,False,0,False,1,0.24,0.65,0.1642,0,8,8,Low demand
13539,13540,3,True,7,8,False,1,True,1,0.72,0.79,0.1045,47,691,738,Medium-High demand
10549,10550,1,True,3,16,False,2,True,1,0.62,0.66,0.2239,99,332,431,High demand
16986,16987,4,True,12,13,False,6,False,1,0.38,0.54,0.2537,88,368,456,High demand
1524,1525,1,False,3,21,False,2,True,1,0.3,0.49,0.194,7,68,75,Medium-Low demand
3093,3094,2,False,5,19,False,5,True,2,0.52,0.83,0.194,25,245,270,Medium-High demand
4350,4351,3,False,7,4,False,2,True,1,0.66,0.69,0.1642,1,4,5,Low demand
12884,12885,3,True,6,1,False,2,True,1,0.6,0.35,0.3881,11,19,30,Medium-Low demand
5634,5635,3,False,8,16,False,6,False,3,0.64,0.89,0.5224,10,14,24,Medium-Low demand
389,390,1,False,1,17,True,1,False,1,0.2,0.51,0.194,4,67,71,Low demand
5811,5812,3,False,9,14,False,0,False,1,0.78,0.66,0.3284,205,156,361,High demand
4589,4590,3,False,7,3,False,5,True,1,0.6,0.73,0.194,1,6,7,Low demand
16583,16584,4,True,11,17,False,3,True,1,0.34,0.31,0.1343,17,546,563,Medium-Low demand
8015,8016,4,False,12,15,False,1,True,2,0.46,0.72,0.0896,16,132,148,Medium-Low demand
4638,4639,3,False,7,4,False,0,False,1,0.62,0.73,0.1642,4,6,10,Low demand
17100,17101,4,True,12,7,False,4,True,2,0.3,0.7,0.0,4,346,350,Low demand
11559,11560,2,True,5,20,False,2,True,1,0.66,0.61,0.1642,36,299,335,Medium-High demand
2494,2495,2,False,4,20,False,1,True,1,0.6,0.33,0.2985,29,136,165,Medium-High demand
8833,8834,1,True,1,21,False,0,False,1,0.28,0.56,0.2239,10,81,91,Medium-Low demand
2600,2601,2,False,4,6,False,6,False,2,0.34,1.0,0.1642,0,11,11,Low demand
13078,13079,3,True,7,3,True,3,False,1,0.68,0.74,0.194,9,23,32,Medium-Low demand
10746,10747,2,True,3,21,False,3,True,1,0.58,0.6,0.2537,28,233,261,Medium-High demand
8988,8989,1,True,1,9,False,0,False,1,0.12,0.54,0.194,10,80,90,Medium-Low demand
4853,4854,3,False,7,3,False,2,True,1,0.68,0.89,0.1343,2,2,4,Low demand
4846,4847,3,False,7,20,False,1,True,1,0.72,0.74,0.1343,55,247,302,High demand
1621,1622,1,False,3,1,False,0,False,1,0.36,0.66,0.1343,10,23,33,Medium-Low demand
470,471,1,False,1,15,False,5,True,1,0.16,0.26,0.4478,4,61,65,Low demand
8676,8677,1,True,1,8,True,1,False,1,0.24,0.35,0.2537,2,51,53,Low demand
15228,15229,4,True,10,17,False,1,True,3,0.56,0.6,0.2537,65,791,856,High demand
4531,4532,3,False,7,17,False,2,True,1,0.88,0.44,0.2836,48,380,428,Medium-High demand
16981,16982,4,True,12,8,False,6,False,2,0.26,0.75,0.0896,8,111,119,Medium-Low demand
9460,9461,1,True,2,2,False,6,False,1,0.24,0.7,0.0896,6,38,44,Medium-Low demand
11006,11007,2,True,4,18,False,0,False,1,0.62,0.25,0.3284,151,159,310,High demand
13097,13098,3,True,7,22,True,3,False,1,0.82,0.56,0.2239,175,327,502,High demand
5955,5956,3,False,9,16,False,6,False,1,0.74,0.55,0.194,170,261,431,High demand
12036,12037,2,True,5,17,False,1,True,2,0.66,0.69,0.2537,40,468,508,Medium-High demand
16178,16179,4,True,11,20,False,0,False,1,0.44,0.62,0.1642,54,146,200,High demand
227,228,1,False,1,18,False,1,True,1,0.2,0.4,0.2239,1,154,155,Low demand
10095,10096,1,True,3,17,False,4,True,1,0.56,0.35,0.2985,49,551,600,High demand
9402,9403,1,True,2,16,False,3,True,1,0.6,0.4,0.2239,22,261,283,Medium-High demand
5421,5422,3,False,8,19,False,4,True,1,0.66,0.83,0.1045,26,115,141,Medium-High demand
15874,15875,4,True,10,15,False,0,False,2,0.5,0.63,0.4925,76,225,301,High demand
5532,5533,3,False,8,10,False,2,True,1,0.7,0.37,0.0,56,92,148,High demand
14418,14419,3,True,8,23,False,2,True,1,0.68,0.57,0.0,17,92,109,Medium-Low demand
7668,7669,4,False,11,3,False,1,True,3,0.44,1.0,0.1343,0,4,4,Low demand
8479,8480,1,False,12,23,False,6,False,1,0.24,0.56,0.0,1,16,17,Low demand
7148,7149,4,False,10,11,False,0,False,1,0.36,0.53,0.2239,58,182,240,High demand
15167,15168,4,True,9,4,False,6,False,1,0.52,0.59,0.2537,6,8,14,Medium-Low demand
935,936,1,False,2,14,False,5,True,1,0.3,0.26,0.2537,17,67,84,Medium-Low demand
7620,7621,4,False,11,3,False,6,False,1,0.26,0.48,0.2537,4,11,15,Low demand
1853,1854,2,False,3,23,False,2,True,2,0.4,0.58,0.2537,4,28,32,Low demand
13099,13100,3,True,7,0,False,4,True,1,0.74,0.51,0.1045,17,71,88,Medium-Low demand
3571,3572,2,False,6,17,False,4,True,1,0.76,0.2,0.5224,88,484,572,High demand
4053,4054,3,False,6,19,False,3,True,2,0.8,0.52,0.2537,62,280,342,High demand
13210,13211,3,True,7,15,False,1,True,2,0.76,0.45,0.2239,66,214,280,High demand
17020,17021,4,True,12,23,False,0,False,2,0.36,0.93,0.1343,4,29,33,Low demand
1374,1375,1,False,3,13,False,3,True,1,0.5,0.25,0.0,35,90,125,Medium-High demand
13208,13209,3,True,7,13,False,1,True,2,0.76,0.55,0.2537,67,188,255,High demand
2441,2442,2,False,4,15,False,6,False,3,0.52,0.83,0.5821,16,62,78,Medium-Low demand
1306,1307,1,False,2,15,False,0,False,1,0.46,0.44,0.1343,98,163,261,High demand
